cor	gene
-0.001	DOK6
-0.001	DNMT3B
-0.001	EIF6
-0.001	FO393401.1
-0.001	AL133227.1
-0.001	ARFRP1
-0.001	AC018761.3
-0.001	THSD8
-0.001	GDF15
-0.001	AC074135.1
-0.001	UPK1A
-0.001	AC020928.2
-0.001	LRFN1
-0.001	EGLN2
-0.001	EXOSC5
-0.001	KLK14
-0.001	AC005498.3
-0.001	THAP7-AS1
-0.001	MIATNB
-0.001	ADSL
-0.001	WBP2NL
-0.001	AL031595.2
-0.001	MOV10L1
-0.002	LINC00337
-0.002	ESPN
-0.002	AL139423.1
-0.002	NPPA
-0.002	ADGRB2
-0.002	TMCO2
-0.002	TCTEX1D4
-0.002	WDR63
-0.002	TMEM56-RWDD3
-0.002	SLC16A4
-0.002	AL357055.3
-0.002	LINC00623
-0.002	HORMAD1
-0.002	AL358472.4
-0.002	AL596325.1
-0.002	Z97198.1
-0.002	PTGS2
-0.002	DUSP10
-0.002	AL353593.3
-0.002	CHRM3-AS2
-0.002	AC116614.1
-0.002	SNTG2
-0.002	AC016722.3
-0.002	DCTN1-AS1
-0.002	SH2D6
-0.002	CNNM3-DT
-0.002	FMNL2
-0.002	LRP2
-0.002	LINC01305
-0.002	AC053503.5
-0.002	LINC02022
-0.002	FBLN2
-0.002	TRIM71
-0.002	VIPR1-AS1
-0.002	IMPDH2
-0.002	AC073352.2
-0.002	NUDT16
-0.002	AC092919.1
-0.002	BCL6
-0.002	FAM43A
-0.002	DLG1-AS1
-0.002	JCHAIN
-0.002	MIR4458HG
-0.002	LINC01513
-0.002	LIFR
-0.002	AC012636.1
-0.002	ARRDC3
-0.002	CAMK4
-0.002	TMCO6
-0.002	AL513548.3
-0.002	HCG14
-0.002	SYNGAP1-AS1
-0.002	SRSF12
-0.002	AL355297.4
-0.002	COL28A1
-0.002	AC004982.1
-0.002	RALA
-0.002	C7orf33
-0.002	PRKAG2
-0.002	LINC01006
-0.002	MED14OS
-0.002	PRAF2
-0.002	FGD1
-0.002	STARD8
-0.002	RTL5
-0.002	LHFPL1
-0.002	LINC02055
-0.002	LY6E-DT
-0.002	FAM27C
-0.002	C9orf40
-0.002	AL691447.2
-0.002	AL136141.1
-0.002	PIDD1
-0.002	PRRG4
-0.002	AP000442.1
-0.002	TBC1D10C
-0.002	AP000763.4
-0.002	IL2RA
-0.002	HACD1
-0.002	STAM-AS1
-0.002	MKX
-0.002	NUTM2B
-0.002	SPSB2
-0.002	U47924.1
-0.002	KLRC2
-0.002	AC244131.2
-0.002	AC024940.1
-0.002	LINC01465
-0.002	AC121761.1
-0.002	PHLDA1
-0.002	MYBPC1
-0.002	AL590787.1
-0.002	AC001226.1
-0.002	SLAIN1
-0.002	EFNB2
-0.002	CFAP97D2
-0.002	FERMT2
-0.002	AL118558.3
-0.002	ITPKA
-0.002	STARD9
-0.002	LYSMD2
-0.002	AC013553.4
-0.002	AC068831.6
-0.002	DECR2
-0.002	SNHG19
-0.002	AC009065.1
-0.002	AC007216.2
-0.002	AC027682.5
-0.002	AC009075.1
-0.002	CLEC18B
-0.002	AC009163.7
-0.002	WDR81
-0.002	BCL6B
-0.002	TMEM256-PLSCR3
-0.002	VAMP2
-0.002	MFSD6L
-0.002	AC022596.1
-0.002	ACBD4
-0.002	SRSF2
-0.002	TIMP2
-0.002	TGIF1
-0.002	AP000897.2
-0.002	GATA6
-0.002	INO80C
-0.002	CELF4
-0.002	BOD1L2
-0.002	AC027097.1
-0.002	PLCB1
-0.002	LINC01727
-0.002	CIRBP
-0.002	TLE6
-0.002	TRAPPC5
-0.002	CERS4
-0.002	ELAVL3
-0.002	ZNF564
-0.002	AC008894.2
-0.002	PIK3R2
-0.002	SMG9
-0.002	ZNF222
-0.002	AC021092.1
-0.002	TSKS
-0.002	AC010624.3
-0.002	AC008750.7
-0.002	AC245884.8
-0.002	ZNF835
-0.002	SLC25A18
-0.002	Z95115.1
-0.002	MN1
-0.002	UQCR10
-0.002	AL031587.3
-0.002	TEF
-0.003	LINC01342
-0.003	TMEM52
-0.003	FAM213B
-0.003	MAN1C1
-0.003	EPB41
-0.003	AC119428.2
-0.003	AL359504.2
-0.003	SSX2IP
-0.003	AL449266.1
-0.003	AL049557.1
-0.003	AC239868.2
-0.003	AL358472.5
-0.003	DCST1
-0.003	C1orf61
-0.003	PRG4
-0.003	SHISA4
-0.003	RNASEH1-AS1
-0.003	AC080162.1
-0.003	C2orf50
-0.003	CENPA
-0.003	LINC01819
-0.003	SMIM37
-0.003	RGPD6
-0.003	LINC01191
-0.003	ACVR2A
-0.003	MYO3B
-0.003	SLC25A12
-0.003	PARD3B
-0.003	AC012510.1
-0.003	IRS1
-0.003	RBM44
-0.003	PDCD1
-0.003	AC083798.2
-0.003	GPR160
-0.003	LINC02482
-0.003	BDH2
-0.003	FAM151B
-0.003	GLRX
-0.003	LIX1-AS1
-0.003	CDO1
-0.003	AC026398.1
-0.003	ARHGEF37
-0.003	AC009185.1
-0.003	AC138035.2
-0.003	FAM50B
-0.003	ZNF165
-0.003	MDC1-AS1
-0.003	FLOT1
-0.003	AL078590.3
-0.003	MAP3K5
-0.003	LINC00242
-0.003	AC024028.1
-0.003	JAZF1
-0.003	AEBP1
-0.003	CHCHD2
-0.003	AC114737.1
-0.003	TMEM60
-0.003	AC004877.1
-0.003	ZBED6CL
-0.003	SMARCD3
-0.003	AC005481.1
-0.003	CRLF2
-0.003	UXT-AS1
-0.003	EFNB1
-0.003	KLHL13
-0.003	SLC6A8
-0.003	F8A2
-0.003	STAR
-0.003	SLC26A7
-0.003	LINC00535
-0.003	AC016405.3
-0.003	KHDRBS3
-0.003	VPS13A-AS1
-0.003	SEMA4D
-0.003	FGD3
-0.003	PLPP7
-0.003	DNLZ
-0.003	NALT1
-0.003	AC136475.1
-0.003	CDKN1C
-0.003	AC011092.2
-0.003	COMMD9
-0.003	OTUB1
-0.003	CDC42BPG
-0.003	AL158834.1
-0.003	AL392046.1
-0.003	UBE2D1
-0.003	ZNF365
-0.003	C10orf105
-0.003	NUDT13
-0.003	KLLN
-0.003	AL139339.2
-0.003	BTBD16
-0.003	NCAPD2
-0.003	AC022075.2
-0.003	EIF2S3B
-0.003	AC010168.1
-0.003	AC024145.1
-0.003	AC004801.6
-0.003	AC034102.5
-0.003	AC007541.1
-0.003	AC007622.2
-0.003	IL17D
-0.003	MED4-AS1
-0.003	KPNA3
-0.003	UBAC2-AS1
-0.003	TRAV31
-0.003	DHRS4L2
-0.003	EAPP
-0.003	LINC02315
-0.003	AKAP5
-0.003	AL355076.2
-0.003	TTC9
-0.003	PGF
-0.003	AL137230.1
-0.003	AC021752.1
-0.003	MYO5C
-0.003	AC016355.1
-0.003	BCL2A1
-0.003	AC023034.1
-0.003	WHAMM
-0.003	NHLRC4
-0.003	AC005606.2
-0.003	LINC00921
-0.003	AC092119.3
-0.003	AC020765.2
-0.003	AC007728.2
-0.003	AC027682.6
-0.003	AC009095.1
-0.003	AC126773.4
-0.003	AC138028.4
-0.003	AC005696.2
-0.003	AC004706.1
-0.003	SLC16A13
-0.003	AC129492.1
-0.003	CENPV
-0.003	AC104984.3
-0.003	TNS4
-0.003	RUNDC3A-AS1
-0.003	FAM171A2
-0.003	AC015936.1
-0.003	COPZ2
-0.003	AC080038.2
-0.003	MAP2K6
-0.003	BAIAP2-DT
-0.003	ASXL3
-0.003	AC116447.1
-0.003	AC007998.4
-0.003	RPL17-C18orf32
-0.003	AL121890.5
-0.003	SPATA25
-0.003	CEBPB
-0.003	AL118506.1
-0.003	OR4F17
-0.003	NDUFA11
-0.003	AC011444.1
-0.003	DAND5
-0.003	NFIX
-0.003	CACNA1A
-0.003	LINC01841
-0.003	LIN37
-0.003	MIA
-0.003	ATP1A3
-0.003	ZNF284
-0.003	ZNF296
-0.003	GNG8
-0.003	C5AR2
-0.003	AC010522.1
-0.003	ZNF584
-0.003	ASPHD2
-0.003	LINC01644
-0.003	AP000311.1
-0.003	GATD3A
-0.004	AL121992.1
-0.004	AL606491.1
-0.004	MAP7D1
-0.004	EPHA10
-0.004	KCNQ4
-0.004	HPDL
-0.004	TNNI3K
-0.004	AC099063.4
-0.004	KCNA2
-0.004	LINC01765
-0.004	DCST2
-0.004	AL031733.2
-0.004	DNM3
-0.004	DENND1B
-0.004	LINC01136
-0.004	STUM
-0.004	ZNF669
-0.004	TTC32
-0.004	MRPL33
-0.004	LINC01806
-0.004	RUFY4
-0.004	EIF4E2
-0.004	LINC01940
-0.004	AC137630.2
-0.004	IL17RB
-0.004	KBTBD8
-0.004	EPHA3
-0.004	AC128688.2
-0.004	KALRN
-0.004	ERICH6-AS1
-0.004	B3GNT5
-0.004	CAMK2N2
-0.004	FGFRL1
-0.004	AC092535.4
-0.004	HS3ST1
-0.004	TSPAN5
-0.004	ZDHHC11B
-0.004	SLC45A2
-0.004	TMEM267
-0.004	PIK3R1
-0.004	AC146944.4
-0.004	EPB41L4A
-0.004	AC079465.1
-0.004	LRRTM2
-0.004	GRPEL2-AS1
-0.004	AC091982.3
-0.004	PHACTR1
-0.004	C4A
-0.004	HLA-DOA
-0.004	PXT1
-0.004	DDX43
-0.004	NDUFAF4
-0.004	TRGV1
-0.004	DBNL
-0.004	PHKG1
-0.004	BCL7B
-0.004	CYP51A1-AS1
-0.004	EPHB4
-0.004	RASA4B
-0.004	CDHR3
-0.004	GPR22
-0.004	AC091736.1
-0.004	TMEM139
-0.004	TMUB1
-0.004	CNKSR2
-0.004	GPR34
-0.004	TBC1D8B
-0.004	ZNF449
-0.004	PNCK
-0.004	PLAG1
-0.004	KCNK9
-0.004	LRRC24
-0.004	ANKRD20A4
-0.004	FOXD4L3
-0.004	AL358113.1
-0.004	GCNT1
-0.004	PRDM12
-0.004	GPSM1
-0.004	AC090587.1
-0.004	TMEM9B
-0.004	DENND5A
-0.004	AC018523.2
-0.004	PACSIN3
-0.004	CD5
-0.004	MACROD1
-0.004	PPP2R5B
-0.004	LIPT2
-0.004	AP003119.2
-0.004	TMEM135
-0.004	ENDOD1
-0.004	ARHGAP42
-0.004	DSCAML1
-0.004	BCL9L
-0.004	H2AFX
-0.004	LINC02551
-0.004	CDNF
-0.004	MRC1
-0.004	WDFY4
-0.004	SYNPO2L
-0.004	ANXA11
-0.004	FBXL15
-0.004	BORCS7
-0.004	AC068896.1
-0.004	AC005833.3
-0.004	TAS2R43
-0.004	MGP
-0.004	AC008083.2
-0.004	PRR13
-0.004	GLIPR1L2
-0.004	AC012085.2
-0.004	TMEM119
-0.004	AC073911.1
-0.004	RNF17
-0.004	UBL3
-0.004	LINC00402
-0.004	FGF14-AS2
-0.004	GAS6-DT
-0.004	AL355075.1
-0.004	TRAJ40
-0.004	AL136295.6
-0.004	ATP5S
-0.004	AL122125.1
-0.004	AL357153.1
-0.004	AL049780.1
-0.004	C14orf178
-0.004	AC055855.2
-0.004	AC068338.2
-0.004	AC087761.1
-0.004	AC009133.3
-0.004	AC009133.4
-0.004	ZNF747
-0.004	FA2H
-0.004	HSD17B2
-0.004	OSGIN1
-0.004	LINC00304
-0.004	C1QBP
-0.004	FGF11
-0.004	RNF227
-0.004	HES7
-0.004	HS3ST3A1
-0.004	TRPV2
-0.004	STAT3
-0.004	AC025682.1
-0.004	ABCA9
-0.004	CYGB
-0.004	LINC02081
-0.004	BAHCC1
-0.004	AP001033.1
-0.004	AC006238.1
-0.004	SHLD1
-0.004	SNRPB2
-0.004	NAA20
-0.004	AL096677.1
-0.004	NDRG3
-0.004	Z98752.4
-0.004	SYS1
-0.004	PLPP2
-0.004	AC005944.1
-0.004	AC007292.2
-0.004	ZNF69
-0.004	RAB4B
-0.004	LMTK3
-0.004	C19orf73
-0.004	ZNF816-ZNF321P
-0.004	HDHD5
-0.004	RIMBP3C
-0.004	Z95114.4
-0.004	AL031590.1
-0.004	CACNA1I
-0.004	AL022238.4
-0.004	CDPF1
-0.004	ICOSLG
-0.004	AL844908.1
-0.004	MAFIP
-0.005	ENO1-AS1
-0.005	RBP7
-0.005	AL137802.2
-0.005	MAP3K6
-0.005	AC114488.2
-0.005	SMAP2
-0.005	AL355488.1
-0.005	RSBN1
-0.005	AL390066.1
-0.005	AL831711.1
-0.005	AL445483.1
-0.005	PROX1
-0.005	CAPN8
-0.005	GREM2
-0.005	PGBD2
-0.005	TPO
-0.005	AC073283.1
-0.005	LINC01793
-0.005	AC012368.2
-0.005	PELI1
-0.005	DGUOK-AS1
-0.005	THNSL2
-0.005	LINC01106
-0.005	SP5
-0.005	OSBPL6
-0.005	AC064834.1
-0.005	PGAP1
-0.005	TRAK2
-0.005	BARD1
-0.005	AC016999.1
-0.005	COPS9
-0.005	AC010139.1
-0.005	KAT2B
-0.005	LRRC2
-0.005	AC137630.3
-0.005	KLHDC8B
-0.005	FAM19A1
-0.005	AC104411.1
-0.005	AC131235.3
-0.005	XXYLT1
-0.005	CORIN
-0.005	EDNRA
-0.005	AC026801.2
-0.005	EMB
-0.005	SV2C
-0.005	SLCO4C1
-0.005	IGIP
-0.005	PRR7-AS1
-0.005	AL512329.2
-0.005	AL353759.1
-0.005	HIST1H2BM
-0.005	PRRT1
-0.005	ZBTB22
-0.005	KIF6
-0.005	LRRC73
-0.005	MYB
-0.005	ECT2L
-0.005	AKAP12
-0.005	AL356417.3
-0.005	RBAK-RBAKDN
-0.005	AC005014.2
-0.005	IL6
-0.005	HOXA4
-0.005	AUTS2
-0.005	TRIM74
-0.005	TRIM73
-0.005	AC073842.2
-0.005	KDM7A
-0.005	TRBJ1-1
-0.005	ABCF2
-0.005	CFAP47
-0.005	RAB41
-0.005	RBMX
-0.005	CXorf40B
-0.005	CNGA2
-0.005	AC087623.4
-0.005	ZHX2
-0.005	TRMT12
-0.005	AC100803.3
-0.005	CCL27
-0.005	CTSL
-0.005	GADD45G
-0.005	USP20
-0.005	RRAS2
-0.005	FANCF
-0.005	AC090092.1
-0.005	CCDC34
-0.005	CREB3L1
-0.005	TMEM132A
-0.005	SDHAF2
-0.005	ASRGL1
-0.005	TMEM151A
-0.005	MYO7A
-0.005	AP003063.2
-0.005	NNMT
-0.005	AP000866.2
-0.005	TMEM45B
-0.005	SFMBT2
-0.005	COMMD3
-0.005	C10orf67
-0.005	ARHGAP22
-0.005	CHCHD1
-0.005	HHEX
-0.005	RBM20
-0.005	BBIP1
-0.005	TIGAR
-0.005	AC006206.1
-0.005	CALCOCO1
-0.005	COQ10A
-0.005	RASSF3
-0.005	AC090061.1
-0.005	CHPT1
-0.005	AC079907.2
-0.005	AC125603.1
-0.005	SIRT4
-0.005	LINC00544
-0.005	ESD
-0.005	AC000403.1
-0.005	ING1
-0.005	AL355075.4
-0.005	TRAJ4
-0.005	AL136295.2
-0.005	AMN
-0.005	AHNAK2
-0.005	AC087878.1
-0.005	AC100830.1
-0.005	IGDCC4
-0.005	ITGA11
-0.005	AC100835.1
-0.005	PPCDC
-0.005	AC025219.1
-0.005	Z92544.1
-0.005	AC108134.3
-0.005	AC012173.1
-0.005	HIRIP3
-0.005	IRX5
-0.005	AC023825.2
-0.005	DRC7
-0.005	RIPOR1
-0.005	RPH3AL
-0.005	PIK3R6
-0.005	AC061975.7
-0.005	AC091180.2
-0.005	NGFR
-0.005	RNF43
-0.005	CD300C
-0.005	AC087289.2
-0.005	AP001269.4
-0.005	SIGLEC15
-0.005	SPEF1
-0.005	LINC01431
-0.005	CSE1L-AS1
-0.005	ZBTB46
-0.005	AC008763.1
-0.005	AC010336.1
-0.005	AC008770.2
-0.005	ASNA1
-0.005	GIPC1
-0.005	RAB3A
-0.005	ZNF404
-0.005	NKPD1
-0.005	PNMA8B
-0.005	AC010643.1
-0.005	KCNC3
-0.005	AC245052.4
-0.005	ZNF444
-0.005	AC000068.3
-0.005	Z99774.1
-0.005	MORC2
-0.005	PIK3IP1-AS1
-0.005	AL022322.1
-0.005	CBX7
-0.005	SERHL2
-0.005	CR559946.1
-0.006	PUSL1
-0.006	AL021154.1
-0.006	RUNX3
-0.006	LAPTM5
-0.006	CCDC163
-0.006	AL358075.2
-0.006	PTGER3
-0.006	LINC01725
-0.006	LINC01140
-0.006	GLMN
-0.006	CD53
-0.006	AL358472.2
-0.006	AL590560.2
-0.006	AL356441.1
-0.006	GPR161
-0.006	BX323046.1
-0.006	AC104794.2
-0.006	CCDC142
-0.006	CHST10
-0.006	RNF149
-0.006	C2orf76
-0.006	GLI2
-0.006	ERMN
-0.006	AC009299.3
-0.006	CCDC173
-0.006	AC021851.1
-0.006	SCN5A
-0.006	SLC25A38
-0.006	SEMA3F-AS1
-0.006	LNP1
-0.006	SIAH2
-0.006	LINC02051
-0.006	GP5
-0.006	LINC01096
-0.006	FGFBP2
-0.006	CXCL11
-0.006	CISD2
-0.006	TRIM61
-0.006	LINC02150
-0.006	LIFR-AS1
-0.006	AC008914.1
-0.006	C5orf30
-0.006	PCDHB4
-0.006	HAVCR2
-0.006	AC138956.1
-0.006	DNAH8
-0.006	AL133375.1
-0.006	TNFRSF21
-0.006	GPR63
-0.006	PRDM13
-0.006	AL133406.3
-0.006	AL050331.2
-0.006	PSMG3-AS1
-0.006	NDUFA4
-0.006	SRRM3
-0.006	AC003991.2
-0.006	ASNS
-0.006	PPP1R35
-0.006	SLC12A9-AS1
-0.006	UPK3BL1
-0.006	AC083862.2
-0.006	TCAF2C
-0.006	ZNF775
-0.006	TCEANC
-0.006	AC234772.3
-0.006	LINC01560
-0.006	MAGIX
-0.006	AL034397.3
-0.006	KCNE5
-0.006	AL078639.1
-0.006	LINC00893
-0.006	LAGE3
-0.006	VXN
-0.006	AC009812.1
-0.006	AL391834.1
-0.006	PRSS3
-0.006	AL162231.2
-0.006	AL353608.2
-0.006	APBA1
-0.006	NAIF1
-0.006	AL590708.1
-0.006	PNPLA7
-0.006	AC132192.1
-0.006	CNTF
-0.006	LRTOMT
-0.006	AP003086.2
-0.006	AP000787.1
-0.006	NCAM1
-0.006	LINC00900
-0.006	GSEC
-0.006	TSPAN15
-0.006	UNC5B-AS1
-0.006	PLAC9
-0.006	KLRD1
-0.006	LRRK2
-0.006	LINC02156
-0.006	WNT1
-0.006	AC023509.3
-0.006	AC127070.1
-0.006	FAM124A
-0.006	AL162377.3
-0.006	ARHGEF40
-0.006	TRAJ17
-0.006	OXA1L
-0.006	IRF9
-0.006	CIDEB
-0.006	CDKN3
-0.006	FAM71D
-0.006	LINC02291
-0.006	CKMT1B
-0.006	AC087482.1
-0.006	AC100827.4
-0.006	AC105020.6
-0.006	AC068870.2
-0.006	AC245033.1
-0.006	CLEC18A
-0.006	SLC38A8
-0.006	RILP
-0.006	AC091153.2
-0.006	VMO1
-0.006	RNF222
-0.006	AC005695.3
-0.006	AC107982.3
-0.006	SLC46A1
-0.006	OMG
-0.006	AC015911.5
-0.006	AC090844.3
-0.006	FAM215A
-0.006	AC142472.1
-0.006	AC005962.1
-0.006	AC025521.1
-0.006	DNAI2
-0.006	SPHK1
-0.006	AANAT
-0.006	AC127496.4
-0.006	AC027601.1
-0.006	GAREM1
-0.006	AC027575.2
-0.006	AL121782.1
-0.006	PET117
-0.006	CPNE1
-0.006	FAM209B
-0.006	AL132655.1
-0.006	AC005775.1
-0.006	TICAM1
-0.006	ALKBH7
-0.006	PET100
-0.006	ZNF788P
-0.006	KLF1
-0.006	AC022098.4
-0.006	NDUFB7
-0.006	AC092329.3
-0.006	CEBPA
-0.006	CADM4
-0.006	ZNF230
-0.006	GIPR
-0.006	BCAT2
-0.006	SSC5D
-0.006	ZSCAN22
-0.006	LINC00266-4P
-0.006	AL022323.3
-0.006	Z97353.2
-0.006	Z93930.2
-0.006	FP671120.1
-0.006	LINC02246
-0.006	NCAM2
-0.006	CBS
-0.006	TRPM2-AS
-0.007	TTC34
-0.007	TAS1R1
-0.007	AL138787.2
-0.007	SLC2A1-AS1
-0.007	TMEM69
-0.007	AGBL4
-0.007	AC099791.2
-0.007	ATG4C
-0.007	AL589990.1
-0.007	RBM15-AS1
-0.007	AL137856.1
-0.007	AC239868.3
-0.007	APH1A
-0.007	KCNN3
-0.007	B4GALT3
-0.007	FCGR3A
-0.007	DDR2
-0.007	TEX35
-0.007	AL513217.1
-0.007	MFSD4A
-0.007	AL451007.3
-0.007	AC079148.1
-0.007	AC079145.1
-0.007	AC008073.3
-0.007	AC138655.1
-0.007	PROKR1
-0.007	SH3RF3
-0.007	RBM43
-0.007	LINC01876
-0.007	AC013731.1
-0.007	ERICH2
-0.007	NDUFB3
-0.007	AC016708.1
-0.007	VIL1
-0.007	AC114730.1
-0.007	AC069277.1
-0.007	PRRT3-AS1
-0.007	EFHB
-0.007	C3orf80
-0.007	AC110079.2
-0.007	NDNF
-0.007	AC092354.2
-0.007	TRIM36
-0.007	SLC35A4
-0.007	PCDHA2
-0.007	CSF1R
-0.007	GPX3
-0.007	RUFY1
-0.007	NBAT1
-0.007	HIST1H3E
-0.007	SMIM29
-0.007	TMEM14A
-0.007	KLHL31
-0.007	BVES
-0.007	FUCA2
-0.007	PHACTR2-AS1
-0.007	MTRF1L
-0.007	TNS3
-0.007	AC020743.1
-0.007	IQUB
-0.007	TRBV1
-0.007	INE2
-0.007	SYP-AS1
-0.007	AL034397.2
-0.007	F8A3
-0.007	DMTN
-0.007	PNMA2
-0.007	RBPMS-AS1
-0.007	AC009630.2
-0.007	RRS1-AS1
-0.007	AC011773.1
-0.007	TP53INP1
-0.007	AC068228.1
-0.007	PLIN2
-0.007	BX005266.2
-0.007	LHX2
-0.007	MIR181A2HG
-0.007	DNM1
-0.007	ADAMTS13
-0.007	CD151
-0.007	AC026250.1
-0.007	AP001350.1
-0.007	BSCL2
-0.007	RHOD
-0.007	AP001372.1
-0.007	AP003027.1
-0.007	ROBO3
-0.007	PLXDC2
-0.007	NEBL
-0.007	C10orf25
-0.007	NUTM2D
-0.007	PDZD7
-0.007	LRRC23
-0.007	AC010186.1
-0.007	PRKAG1
-0.007	CELA1
-0.007	AC131238.1
-0.007	AC145422.1
-0.007	GAS6
-0.007	CHMP4A
-0.007	DNAAF2
-0.007	FUT8-AS1
-0.007	AC005476.2
-0.007	ACOT2
-0.007	CLMN
-0.007	AL109767.1
-0.007	AL157912.1
-0.007	AL049840.1
-0.007	IGHV3-74
-0.007	CHST14
-0.007	AC107871.1
-0.007	DNM1P35
-0.007	GFER
-0.007	TBC1D24
-0.007	ZNF213-AS1
-0.007	AC020663.2
-0.007	LINC02175
-0.007	ATP2A1-AS1
-0.007	AC002310.1
-0.007	PRSS53
-0.007	TP53TG3D
-0.007	NOD2
-0.007	CTCF
-0.007	C16orf86
-0.007	ZFHX3
-0.007	AC009148.1
-0.007	P2RX5
-0.007	AC116914.1
-0.007	FBXO39
-0.007	AC005224.4
-0.007	AC005324.4
-0.007	RNF112
-0.007	LINC02073
-0.007	HLF
-0.007	GNA13
-0.007	ARMC7
-0.007	UNK
-0.007	AC124319.2
-0.007	TSPAN10
-0.007	METRNL
-0.007	AP001011.1
-0.007	CHMP1B-AS1
-0.007	AC009831.1
-0.007	AC007998.2
-0.007	AC118757.1
-0.007	AC012254.2
-0.007	TCF4-AS1
-0.007	FBXO15
-0.007	SNTA1
-0.007	MAFB
-0.007	PLCG1-AS1
-0.007	DBNDD2
-0.007	AL121829.2
-0.007	ATP8B3
-0.007	AC010503.4
-0.007	AC011511.4
-0.007	PGLYRP2
-0.007	AP1M1
-0.007	TM6SF2
-0.007	AC139769.2
-0.007	SCN1B
-0.007	SYNE4
-0.007	SPACA4
-0.007	FCGRT
-0.007	IL11
-0.007	AC003005.2
-0.007	ELFN2
-0.007	Z83844.2
-0.007	KCNE1
-0.007	LINC01436
-0.007	TTC3-AS1
-0.007	COL6A1
-0.008	SAMD11
-0.008	AL162741.1
-0.008	CA6
-0.008	MASP2
-0.008	AL031731.1
-0.008	GPX7
-0.008	DPYD-AS1
-0.008	NBPF6
-0.008	OLFML3
-0.008	HIST2H4B
-0.008	JTB
-0.008	NUP210L
-0.008	AQP10
-0.008	SLC50A1
-0.008	AL138930.1
-0.008	AL359962.2
-0.008	ASCL5
-0.008	AC138393.3
-0.008	LINC01888
-0.008	MCEE
-0.008	RTKN
-0.008	SUCLG1
-0.008	BCL2L11
-0.008	AC106900.1
-0.008	AC080075.1
-0.008	AC068946.2
-0.008	LINC01980
-0.008	AC105935.1
-0.008	AC108673.2
-0.008	ASTE1
-0.008	EIF5A2
-0.008	EEF1AKMT4
-0.008	HES1
-0.008	AC107464.3
-0.008	AC147067.1
-0.008	THEGL
-0.008	ENPP6
-0.008	AC116351.2
-0.008	AC008937.2
-0.008	AC026774.1
-0.008	STARD4-AS1
-0.008	ZNF474
-0.008	MATR3
-0.008	MALINC1
-0.008	TIMD4
-0.008	WWC1
-0.008	C5orf47
-0.008	LINC02222
-0.008	TRIM7
-0.008	ZSCAN16
-0.008	SAPCD1-AS1
-0.008	VWA7
-0.008	LINC02520
-0.008	GSTA4
-0.008	SH3BGRL2
-0.008	PPIL6
-0.008	AMD1
-0.008	COL10A1
-0.008	SYTL3
-0.008	AC147651.1
-0.008	AC007349.2
-0.008	ADCY1
-0.008	LINC01372
-0.008	NAPEPLD
-0.008	EFCAB10
-0.008	TRBV11-1
-0.008	FTSJ1
-0.008	FAM156B
-0.008	IGBP1-AS1
-0.008	PABPC5
-0.008	TCEAL9
-0.008	AC010834.1
-0.008	FBXO32
-0.008	POU5F1B
-0.008	SLC39A4
-0.008	EBLN3P
-0.008	MSANTD3-TMEFF1
-0.008	AL445489.1
-0.008	PHYHD1
-0.008	MIR210HG
-0.008	AC068733.3
-0.008	TMEM86A
-0.008	E2F8
-0.008	CCDC73
-0.008	AC044839.1
-0.008	ARRB1
-0.008	POU2AF1
-0.008	AP002884.1
-0.008	HYLS1
-0.008	AP000904.1
-0.008	LINC00200
-0.008	AL596094.1
-0.008	PRKCQ
-0.008	AL158210.1
-0.008	HK1
-0.008	ANAPC16
-0.008	AC022400.1
-0.008	MARVELD1
-0.008	AL158163.1
-0.008	NTF3
-0.008	CLEC7A
-0.008	TUBA1C
-0.008	INHBC
-0.008	INHBE
-0.008	AC020656.2
-0.008	SYT1
-0.008	AC024909.2
-0.008	ATP2B1
-0.008	HAL
-0.008	LATS2-AS1
-0.008	B3GLCT
-0.008	AL136301.1
-0.008	SOX1
-0.008	OR4E2
-0.008	TRAJ27
-0.008	NEDD8
-0.008	AL136418.1
-0.008	AL139353.2
-0.008	AC005479.1
-0.008	FOXN3-AS2
-0.008	AL049836.1
-0.008	AL928654.1
-0.008	GOLGA8H
-0.008	PAK6
-0.008	AC025580.2
-0.008	AC084757.2
-0.008	C15orf65
-0.008	AC092757.3
-0.008	AC100835.2
-0.008	AC109809.1
-0.008	ACAN
-0.008	AC021422.1
-0.008	MRPL28
-0.008	CCNF
-0.008	AC109449.1
-0.008	AC109460.4
-0.008	SLX1B
-0.008	AC116348.3
-0.008	TGFB1I1
-0.008	AC018553.2
-0.008	FAM96B
-0.008	AC116667.2
-0.008	RNF167
-0.008	AC005410.2
-0.008	NATD1
-0.008	HEATR9
-0.008	MRM1
-0.008	AC006449.6
-0.008	PCGF2
-0.008	GSDMA
-0.008	AC005332.5
-0.008	UNC13D
-0.008	AC021683.2
-0.008	AP005131.1
-0.008	AC124254.1
-0.008	AL049712.1
-0.008	NNAT
-0.008	Z98752.3
-0.008	STK4-AS1
-0.008	AL357033.4
-0.008	C2CD4C
-0.008	LINC01775
-0.008	AC005786.2
-0.008	AC007292.3
-0.008	RETN
-0.008	ZNF491
-0.008	AC008758.4
-0.008	RAD23A
-0.008	AC007192.2
-0.008	FKBP8
-0.008	GEMIN7-AS1
-0.008	AC011466.3
-0.008	PPP1R15A
-0.008	AC020909.2
-0.008	ZNF350-AS1
-0.008	DDX17
-0.008	ENTHD1
-0.008	TTLL1
