cor	gene	rank
-0.022	RBM14-RBM4	15056
-0.022	AP002807.1	15057
-0.022	LRTOMT	15058
-0.022	RAB30	15059
-0.022	IGSF9B	15060
-0.022	AL450326.1	15061
-0.022	PSAP	15062
-0.022	ZSWIM8-AS1	15063
-0.022	AC022400.7	15064
-0.022	AC006064.3	15065
-0.022	LAG3	15066
-0.022	SLC2A14	15067
-0.022	RAPGEF3	15068
-0.022	VDR	15069
-0.022	DHH	15070
-0.022	GPR84	15071
-0.022	AC089984.1	15072
-0.022	LINC00944	15073
-0.022	CRYL1	15074
-0.022	SPATA13-AS1	15075
-0.022	TRAV24	15076
-0.022	TRAV26-2	15077
-0.022	TRAV34	15078
-0.022	TRAV41	15079
-0.022	AL163973.2	15080
-0.022	FOXN3-AS1	15081
-0.022	ANKRD9	15082
-0.022	SNRPN	15083
-0.022	PLCB2	15084
-0.022	AC068722.2	15085
-0.022	MSRB1	15086
-0.022	ARL6IP1	15087
-0.022	LRRC29	15088
-0.022	IL17C	15089
-0.022	CYBA	15090
-0.022	TM4SF5	15091
-0.022	DLG4	15092
-0.022	TMEM95	15093
-0.022	TMEM256-PLSCR3	15094
-0.022	AC002091.1	15095
-0.022	AC107982.3	15096
-0.022	AC004253.1	15097
-0.022	P3H4	15098
-0.022	LRRC46	15099
-0.022	FDXR	15100
-0.022	TSPAN10	15101
-0.022	LINC01970	15102
-0.022	CDH2	15103
-0.022	AC090229.1	15104
-0.022	CPXM1	15105
-0.022	DLGAP4	15106
-0.022	AC024575.1	15107
-0.022	WTIP	15108
-0.022	CD79A	15109
-0.022	TANGO2	15110
-0.022	Z83851.2	15111
-0.022	PAXBP1-AS1	15112
-0.022	VPS26C	15113
-0.023	UBXN11	15114
-0.023	PHACTR4	15115
-0.023	ZNF691	15116
-0.023	TCTEX1D4	15117
-0.023	CDKN2C	15118
-0.023	CNN3	15119
-0.023	ANKRD34A	15120
-0.023	HIST2H4A	15121
-0.023	MFSD4A	15122
-0.023	FAM72A	15123
-0.023	LBX2	15124
-0.023	TLX2	15125
-0.023	PECR	15126
-0.023	TRIM71	15127
-0.023	AC104184.1	15128
-0.023	FYCO1	15129
-0.023	CCR3	15130
-0.023	AC098613.1	15131
-0.023	NAA80	15132
-0.023	PARP3	15133
-0.023	MBNL1	15134
-0.023	AC092953.2	15135
-0.023	ELOVL6	15136
-0.023	CLCN3	15137
-0.023	SNHG18	15138
-0.023	AC093297.2	15139
-0.023	ZFYVE16	15140
-0.023	AC008467.1	15141
-0.023	AC109454.2	15142
-0.023	HIST1H2AD	15143
-0.023	HMGN4	15144
-0.023	AL645933.2	15145
-0.023	C6orf47	15146
-0.023	PHF1	15147
-0.023	ELOVL5	15148
-0.023	LFNG	15149
-0.023	ELN-AS1	15150
-0.023	SSC4D	15151
-0.023	AC003991.2	15152
-0.023	SPDYE3	15153
-0.023	TRBV2	15154
-0.023	TRBV6-1	15155
-0.023	TRBV4-2	15156
-0.023	TRBV12-2	15157
-0.023	TRBJ1-2	15158
-0.023	HDAC6	15159
-0.023	GPR174	15160
-0.023	SASH3	15161
-0.023	AC244197.3	15162
-0.023	PYCR3	15163
-0.023	GKAP1	15164
-0.023	DUSP8	15165
-0.023	NR1H3	15166
-0.023	CDC42BPG	15167
-0.023	CFL1	15168
-0.023	PACS1	15169
-0.023	SSH3	15170
-0.023	KMT2A	15171
-0.023	AL133551.1	15172
-0.023	STAMBPL1	15173
-0.023	AL353719.1	15174
-0.023	AKAP3	15175
-0.023	VAMP1	15176
-0.023	KLRC3	15177
-0.023	AC092794.1	15178
-0.023	NELL2	15179
-0.023	AC004801.6	15180
-0.023	LMBR1L	15181
-0.023	MAP1LC3B2	15182
-0.023	TRAV8-1	15183
-0.023	GZMH	15184
-0.023	AP4S1	15185
-0.023	PLEKHD1	15186
-0.023	PNMA1	15187
-0.023	HERC1	15188
-0.023	MFGE8	15189
-0.023	PRSS36	15190
-0.023	AC026471.3	15191
-0.023	AC009061.2	15192
-0.023	GLG1	15193
-0.023	DYNLRB2	15194
-0.023	AC092123.1	15195
-0.023	AC060766.6	15196
-0.023	FAM215A	15197
-0.023	AC008105.1	15198
-0.023	FAM215B	15199
-0.023	HID1	15200
-0.023	ST6GALNAC1	15201
-0.023	CABYR	15202
-0.023	HRH4	15203
-0.023	PTPRA	15204
-0.023	LINC01431	15205
-0.023	PLCG1-AS1	15206
-0.023	AL109955.1	15207
-0.023	AC027307.2	15208
-0.023	CRB3	15209
-0.023	PEPD	15210
-0.023	ZNF781	15211
-0.023	ZNF575	15212
-0.023	LENG8-AS1	15213
-0.024	AL139424.2	15214
-0.024	FBXO2	15215
-0.024	EFCAB14	15216
-0.024	LINC01358	15217
-0.024	RTCA-AS1	15218
-0.024	RPS27	15219
-0.024	TSTD1	15220
-0.024	ADAMTS4	15221
-0.024	KIAA0040	15222
-0.024	NIFK-AS1	15223
-0.024	DARS-AS1	15224
-0.024	TMBIM1	15225
-0.024	AC097468.3	15226
-0.024	AC024060.1	15227
-0.024	CMTM8	15228
-0.024	FBXO40	15229
-0.024	YEATS2-AS1	15230
-0.024	CPLX1	15231
-0.024	AC016773.1	15232
-0.024	PTTG2	15233
-0.024	ATP8A1	15234
-0.024	CXCL8	15235
-0.024	AC093827.4	15236
-0.024	SNX18	15237
-0.024	ERAP1	15238
-0.024	DCP2	15239
-0.024	FAM13B	15240
-0.024	FCHSD1	15241
-0.024	CAGE1	15242
-0.024	BAK1	15243
-0.024	BEND6	15244
-0.024	UBE2J1	15245
-0.024	AC093627.4	15246
-0.024	MTURN	15247
-0.024	INMT	15248
-0.024	TMEM120A	15249
-0.024	AC002467.1	15250
-0.024	AC016831.1	15251
-0.024	ZBED6CL	15252
-0.024	ZNF75D	15253
-0.024	ZNF185	15254
-0.024	F8A2	15255
-0.024	PSD3	15256
-0.024	AC037459.3	15257
-0.024	NUGGC	15258
-0.024	AC083837.1	15259
-0.024	SLA	15260
-0.024	ANKRD20A1	15261
-0.024	LINC00092	15262
-0.024	AL590705.1	15263
-0.024	TRIM32	15264
-0.024	MUC6	15265
-0.024	DENND5A	15266
-0.024	AIP	15267
-0.024	FAM76B	15268
-0.024	MPZL2	15269
-0.024	AL137145.1	15270
-0.024	MEIG1	15271
-0.024	AC010864.1	15272
-0.024	SEMA4G	15273
-0.024	FBXW4	15274
-0.024	AC024940.1	15275
-0.024	METTL7A	15276
-0.024	SP1	15277
-0.024	ATP7B	15278
-0.024	UBAC2-AS1	15279
-0.024	TEP1	15280
-0.024	EAPP	15281
-0.024	SYNJ2BP	15282
-0.024	AC023908.3	15283
-0.024	PLEKHO2	15284
-0.024	HEXA-AS1	15285
-0.024	ADCY9	15286
-0.024	RPS15A	15287
-0.024	NKD1	15288
-0.024	C16orf86	15289
-0.024	SPNS3	15290
-0.024	CCDC144A	15291
-0.024	GRAP	15292
-0.024	WSB1	15293
-0.024	AC134669.1	15294
-0.024	AC003102.1	15295
-0.024	ITGB3	15296
-0.024	OSBPL7	15297
-0.024	RALGAPA2	15298
-0.024	UCKL1-AS1	15299
-0.024	PLPP2	15300
-0.024	DENND1C	15301
-0.024	ZNF546	15302
-0.024	ETHE1	15303
-0.024	BICRA	15304
-0.024	MMP11	15305
-0.024	CASTOR1	15306
-0.024	HMOX1	15307
-0.024	CSF2RB	15308
-0.024	AL021707.2	15309
-0.024	Z97192.2	15310
-0.024	LRRC3	15311
-0.024	LINC01694	15312
-0.025	MACF1	15313
-0.025	HYI	15314
-0.025	AL365361.1	15315
-0.025	AL360270.1	15316
-0.025	ACP6	15317
-0.025	FKBP1B	15318
-0.025	AC013403.2	15319
-0.025	PAX8	15320
-0.025	AC009495.3	15321
-0.025	AC009948.3	15322
-0.025	SLC11A1	15323
-0.025	VIPR1	15324
-0.025	NICN1	15325
-0.025	CACNA2D2	15326
-0.025	IGF2BP2	15327
-0.025	OCIAD2	15328
-0.025	RPL34-AS1	15329
-0.025	KLHL2	15330
-0.025	C4orf47	15331
-0.025	C5orf34	15332
-0.025	EPB41L4A-AS1	15333
-0.025	AC008549.2	15334
-0.025	SMIM33	15335
-0.025	IER3-AS1	15336
-0.025	TENT5A	15337
-0.025	MICAL1	15338
-0.025	TRAF3IP2	15339
-0.025	C6orf99	15340
-0.025	TRBV23-1	15341
-0.025	GHET1	15342
-0.025	WDR86	15343
-0.025	OGT	15344
-0.025	KBTBD11	15345
-0.025	MFHAS1	15346
-0.025	RBPMS	15347
-0.025	AC022730.4	15348
-0.025	MTSS1	15349
-0.025	RFX3-AS1	15350
-0.025	LINC01410	15351
-0.025	UGCG	15352
-0.025	ST6GALNAC6	15353
-0.025	NOXA1	15354
-0.025	NAP1L4	15355
-0.025	ROM1	15356
-0.025	TSPAN14	15357
-0.025	CLSTN3	15358
-0.025	TAS2R14	15359
-0.025	POU6F1	15360
-0.025	TSPAN31	15361
-0.025	CTDSP2	15362
-0.025	ABCB9	15363
-0.025	TRAV36DV7	15364
-0.025	AL627171.2	15365
-0.025	LINC00926	15366
-0.025	COG8.1	15367
-0.025	MAP1LC3B	15368
-0.025	AC135782.3	15369
-0.025	RPH3AL	15370
-0.025	RAB11FIP4	15371
-0.025	CCL4L2	15372
-0.025	HAP1	15373
-0.025	AC087222.1	15374
-0.025	DLGAP1-AS1	15375
-0.025	RIOK3	15376
-0.025	AC009831.1	15377
-0.025	CDS2	15378
-0.025	MAP1LC3A	15379
-0.025	MHENCR	15380
-0.025	MADCAM1	15381
-0.025	ADAMTSL5	15382
-0.025	RFX2	15383
-0.025	ABHD8	15384
-0.025	AC092279.1	15385
-0.025	TYROBP	15386
-0.025	ZFP14	15387
-0.025	B3GNT8	15388
-0.025	ZNF541	15389
-0.025	COX6B2	15390
-0.025	CLDN5	15391
-0.025	PHETA2	15392
-0.025	SYCE3	15393
-0.025	AF165147.1	15394
-0.025	ABCG1	15395
-0.026	LINC00115	15396
-0.026	RIMS3	15397
-0.026	SLC2A1-AS1	15398
-0.026	HOOK1	15399
-0.026	MFSD14A	15400
-0.026	FAM72B	15401
-0.026	PDE4DIP	15402
-0.026	RC3H1	15403
-0.026	RALGPS2	15404
-0.026	JMJD4	15405
-0.026	EXOC8	15406
-0.026	AC104794.2	15407
-0.026	AC015982.1	15408
-0.026	PTPN18	15409
-0.026	AC114760.2	15410
-0.026	ALS2CR12	15411
-0.026	EDEM1	15412
-0.026	C3orf18	15413
-0.026	ZNF80	15414
-0.026	AC097103.2	15415
-0.026	PDE6B	15416
-0.026	BBS12	15417
-0.026	OTUD4	15418
-0.026	MARCH3	15419
-0.026	DUSP22	15420
-0.026	AL645941.3	15421
-0.026	FIG4	15422
-0.026	GSDME	15423
-0.026	ZNRF2	15424
-0.026	CCDC146	15425
-0.026	LINC00996	15426
-0.026	KMT2C	15427
-0.026	LINC00891	15428
-0.026	AC245140.2	15429
-0.026	MCMDC2	15430
-0.026	PDP1	15431
-0.026	AC107375.1	15432
-0.026	KANK1	15433
-0.026	IGHEP2	15434
-0.026	PTAR1	15435
-0.026	FBXO3	15436
-0.026	INTS5	15437
-0.026	LBHD1	15438
-0.026	EFEMP2	15439
-0.026	AP003392.6	15440
-0.026	LINC00167	15441
-0.026	APBB1IP	15442
-0.026	PARD3	15443
-0.026	NUTM2D	15444
-0.026	KLRK1	15445
-0.026	KRT73-AS1	15446
-0.026	DNAJC14	15447
-0.026	LINC02453	15448
-0.026	N4BP2L1	15449
-0.026	TRAV4	15450
-0.026	TRAV20	15451
-0.026	TRDV3	15452
-0.026	AL132780.1	15453
-0.026	AL132780.2	15454
-0.026	PTGDR	15455
-0.026	AL161756.1	15456
-0.026	LINC01146	15457
-0.026	KLF13	15458
-0.026	TMEM62	15459
-0.026	BBS4	15460
-0.026	SCAMP5	15461
-0.026	NOXO1	15462
-0.026	AC099489.1	15463
-0.026	AC010654.1	15464
-0.026	AC127024.5	15465
-0.026	TOB1	15466
-0.026	AC087289.5	15467
-0.026	FO393401.1	15468
-0.026	YWHAB	15469
-0.026	FAM209B	15470
-0.026	PTK6	15471
-0.026	CREB3L3	15472
-0.026	ZNF561	15473
-0.026	ZNF44	15474
-0.026	ZNF565	15475
-0.026	AC011462.1	15476
-0.026	MEIS3	15477
-0.026	AC010331.1	15478
-0.026	MKL1	15479
-0.026	TNFRSF13C	15480
-0.026	MIRLET7BHG	15481
-0.027	ENO1-AS1	15482
-0.027	LUZP1	15483
-0.027	SVBP	15484
-0.027	GLUL	15485
-0.027	AC244034.2	15486
-0.027	FLVCR1-DT	15487
-0.027	MAP10	15488
-0.027	AC079807.1	15489
-0.027	TANK	15490
-0.027	NMUR1	15491
-0.027	D2HGDH	15492
-0.027	ANKRD28	15493
-0.027	DENND6A	15494
-0.027	FOXP1	15495
-0.027	UBA6	15496
-0.027	AC096751.2	15497
-0.027	AC016596.1	15498
-0.027	CSNK1G3	15499
-0.027	HLA-G	15500
-0.027	HCG27	15501
-0.027	AL080250.1	15502
-0.027	AL080317.3	15503
-0.027	FYN	15504
-0.027	HECA	15505
-0.027	ARPC1B	15506
-0.027	TCAF1	15507
-0.027	ACOT9	15508
-0.027	KDM6A	15509
-0.027	FAAH2	15510
-0.027	NAP1L2	15511
-0.027	ATRX	15512
-0.027	GPRASP1	15513
-0.027	PDLIM2	15514
-0.027	RRS1-AS1	15515
-0.027	FAM84B	15516
-0.027	PVT1	15517
-0.027	CD72	15518
-0.027	RGP1	15519
-0.027	AL356481.1	15520
-0.027	ADAMTS13	15521
-0.027	SIGIRR	15522
-0.027	KCNK7	15523
-0.027	AP003716.1	15524
-0.027	ANK3	15525
-0.027	ATE1	15526
-0.027	LRRC23	15527
-0.027	LOH12CR2	15528
-0.027	AC008014.1	15529
-0.027	AC004241.1	15530
-0.027	PRR13	15531
-0.027	TRAV6	15532
-0.027	TRAV17	15533
-0.027	TRAV18	15534
-0.027	TRAV29DV5	15535
-0.027	MIS18BP1	15536
-0.027	AL512791.2	15537
-0.027	AC093525.7	15538
-0.027	TBX6	15539
-0.027	ST3GAL2	15540
-0.027	ERBB2	15541
-0.027	GSDMA	15542
-0.027	MYO15B	15543
-0.027	GPCPD1	15544
-0.027	TSHZ2	15545
-0.027	FAM210B	15546
-0.027	AC012615.1	15547
-0.027	IQCN	15548
-0.027	DEDD2	15549
-0.027	ZNF547	15550
-0.027	TOM1	15551
-0.027	APOBEC3B	15552
-0.027	TNRC6B	15553
-0.028	SLC35E2A	15554
-0.028	CASP9	15555
-0.028	BX293535.1	15556
-0.028	AC114490.2	15557
-0.028	TFAP2E	15558
-0.028	PPT1	15559
-0.028	AC239868.3	15560
-0.028	ARHGEF11	15561
-0.028	CD244	15562
-0.028	UFC1	15563
-0.028	GPR52	15564
-0.028	PM20D1	15565
-0.028	ZNF496	15566
-0.028	SERP1	15567
-0.028	ERICH6	15568
-0.028	LINC00886	15569
-0.028	EHHADH	15570
-0.028	ATP13A4	15571
-0.028	DCK	15572
-0.028	SPP1	15573
-0.028	ARSK	15574
-0.028	GPR150	15575
-0.028	PJA2	15576
-0.028	CDKN1A	15577
-0.028	CCDC28A	15578
-0.028	KBTBD2	15579
-0.028	METTL27	15580
-0.028	AL683807.1	15581
-0.028	STARD8	15582
-0.028	LINC00893	15583
-0.028	AC069185.1	15584
-0.028	NSD3	15585
-0.028	AC022973.3	15586
-0.028	AL161725.1	15587
-0.028	TMEM141	15588
-0.028	LINC01001	15589
-0.028	USP35	15590
-0.028	AP000787.1	15591
-0.028	SFXN3	15592
-0.028	AL391121.1	15593
-0.028	WNT5B	15594
-0.028	TAPBPL	15595
-0.028	AC023509.2	15596
-0.028	ERBB3	15597
-0.028	WASHC3	15598
-0.028	WASHC4	15599
-0.028	FRY-AS1	15600
-0.028	SLC25A30-AS1	15601
-0.028	C13orf46	15602
-0.028	TRAV39	15603
-0.028	TXNDC16	15604
-0.028	ATG14	15605
-0.028	LTK	15606
-0.028	AC025040.1	15607
-0.028	AF001548.2	15608
-0.028	AC109449.1	15609
-0.028	ITGAM	15610
-0.028	MT1E	15611
-0.028	CHRNB1	15612
-0.028	TRAPPC1	15613
-0.028	AC005332.5	15614
-0.028	NDUFV2-AS1	15615
-0.028	ZNF396	15616
-0.028	ZCCHC2	15617
-0.028	AC005944.1	15618
-0.028	KCNK6	15619
-0.028	ZNF83	15620
-0.028	DUSP18	15621
-0.028	LINC01678	15622
-0.029	MXRA8	15623
-0.029	TNFRSF14-AS1	15624
-0.029	AL451085.1	15625
-0.029	TAGLN2	15626
-0.029	AL353708.3	15627
-0.029	RHOU	15628
-0.029	REL	15629
-0.029	CCDC141	15630
-0.029	PLD1	15631
-0.029	AC112907.3	15632
-0.029	TBC1D19	15633
-0.029	TET2	15634
-0.029	CAST	15635
-0.029	NREP	15636
-0.029	AL080317.2	15637
-0.029	TCTE3	15638
-0.029	NOD1	15639
-0.029	TMEM178B	15640
-0.029	TRBV6-4	15641
-0.029	TRBV13	15642
-0.029	TRBV29-1	15643
-0.029	TRBJ2-5	15644
-0.029	SYP	15645
-0.029	FTX	15646
-0.029	AC107959.1	15647
-0.029	UBXN2B	15648
-0.029	RAD21	15649
-0.029	RNF139-AS1	15650
-0.029	AK1	15651
-0.029	SETX	15652
-0.029	AC136475.3	15653
-0.029	ARNTL	15654
-0.029	UNC93B1	15655
-0.029	ENDOD1	15656
-0.029	CPEB3	15657
-0.029	AL158163.1	15658
-0.029	CCDC184	15659
-0.029	AC034102.3	15660
-0.029	SH2B3	15661
-0.029	MYCBP2	15662
-0.029	C15orf53	15663
-0.029	EIF3J-DT	15664
-0.029	SYNGR3	15665
-0.029	TMED6	15666
-0.029	BORCS6	15667
-0.029	EZH1	15668
-0.029	TMEM106A	15669
-0.029	MAP3K14	15670
-0.029	AC005920.1	15671
-0.029	RGS9	15672
-0.029	AC005332.4	15673
-0.029	AL136531.1	15674
-0.029	CPNE1	15675
-0.029	ZSWIM1	15676
-0.029	PCMTD2	15677
-0.029	ZNF823	15678
-0.029	ZNF30	15679
-0.029	ARHGAP35	15680
-0.029	C5AR2	15681
-0.029	MORC3	15682
-0.03	MEGF6	15683
-0.03	SERINC2	15684
-0.03	PSRC1	15685
-0.03	FMO5	15686
-0.03	HIST2H3C	15687
-0.03	EDEM3	15688
-0.03	AC133644.2	15689
-0.03	ANKAR	15690
-0.03	AC105760.2	15691
-0.03	HDAC11	15692
-0.03	CHDH	15693
-0.03	TLR1	15694
-0.03	AP001816.1	15695
-0.03	IER3	15696
-0.03	AL096865.1	15697
-0.03	AC004982.2	15698
-0.03	JAZF1	15699
-0.03	TRG-AS1	15700
-0.03	AC018638.7	15701
-0.03	RAB19	15702
-0.03	TRBV11-2	15703
-0.03	TRBV25-1	15704
-0.03	AL590764.1	15705
-0.03	AC087623.3	15706
-0.03	SMIM27	15707
-0.03	GALT	15708
-0.03	FAM214B	15709
-0.03	PNPLA7	15710
-0.03	HARBI1	15711
-0.03	BACE1	15712
-0.03	AL121748.1	15713
-0.03	PDZD7	15714
-0.03	TRAV35	15715
-0.03	IRF9	15716
-0.03	AC020659.1	15717
-0.03	GLIS2	15718
-0.03	TMEM170A	15719
-0.03	PHF23	15720
-0.03	HS3ST3B1	15721
-0.03	SREBF1	15722
-0.03	KANSL1	15723
-0.03	POLG2	15724
-0.03	LPIN2	15725
-0.03	SNPH	15726
-0.03	RAB4B	15727
-0.03	AC243960.1	15728
-0.03	APOBEC3D	15729
-0.031	LINC01772	15730
-0.031	BEST4	15731
-0.031	PLK3	15732
-0.031	BEND5	15733
-0.031	SSBP3-AS1	15734
-0.031	DAB1	15735
-0.031	DNAJB4	15736
-0.031	SRGAP2	15737
-0.031	SNAP47	15738
-0.031	FAM110C	15739
-0.031	GYPC	15740
-0.031	LINC01876	15741
-0.031	CIR1	15742
-0.031	STK36	15743
-0.031	CMTM7	15744
-0.031	EIF4E3	15745
-0.031	PHC3	15746
-0.031	AL662844.4	15747
-0.031	FGD2	15748
-0.031	ASF1A	15749
-0.031	TTYH3	15750
-0.031	FAM200A	15751
-0.031	CCDC71L	15752
-0.031	TRBJ2-7	15753
-0.031	LINC00685	15754
-0.031	TBC1D25	15755
-0.031	DLG3	15756
-0.031	FAM167A	15757
-0.031	ADHFE1	15758
-0.031	ENPP2	15759
-0.031	PRNCR1	15760
-0.031	CHMP5	15761
-0.031	CCDC107	15762
-0.031	SPAG8	15763
-0.031	TOR4A	15764
-0.031	ANO9	15765
-0.031	ZBTB44	15766
-0.031	FRAT1	15767
-0.031	PTPN6	15768
-0.031	HIST4H4	15769
-0.031	EPS8	15770
-0.031	ANKS1B	15771
-0.031	APPL2	15772
-0.031	RASL11A	15773
-0.031	N4BP2L2	15774
-0.031	TRAV3	15775
-0.031	LINC01550	15776
-0.031	AL133367.1	15777
-0.031	CERNA1	15778
-0.031	RNF111	15779
-0.031	NEIL1	15780
-0.031	LINC02175	15781
-0.031	LINC02195	15782
-0.031	PRRT2	15783
-0.031	DPEP3	15784
-0.031	TEFM	15785
-0.031	CBX4	15786
-0.031	CST3	15787
-0.031	RGS19	15788
-0.031	MATK	15789
-0.031	ZBTB7A	15790
-0.031	TNFSF14	15791
-0.031	GRAMD1A	15792
-0.031	ZNF784	15793
-0.031	MZF1-AS1	15794
-0.031	KCTD17	15795
-0.031	Z82206.1	15796
-0.031	TRABD	15797
-0.031	LINC01684	15798
-0.032	AL139246.5	15799
-0.032	CASZ1	15800
-0.032	PAFAH2	15801
-0.032	MARCKSL1	15802
-0.032	HPCAL4	15803
-0.032	YY1AP1	15804
-0.032	GLMP	15805
-0.032	AL359962.2	15806
-0.032	SCYL3	15807
-0.032	MIR181A1HG	15808
-0.032	LGALS8-AS1	15809
-0.032	ZNF672	15810
-0.032	FHL2	15811
-0.032	SLC4A7	15812
-0.032	LINC00884	15813
-0.032	AC025171.3	15814
-0.032	AC025176.1	15815
-0.032	KIAA0825	15816
-0.032	C1GALT1	15817
-0.032	AEBP1	15818
-0.032	NCF1	15819
-0.032	FIS1	15820
-0.032	TRBV6-6	15821
-0.032	CYSLTR1	15822
-0.032	SLC25A53	15823
-0.032	NPM2	15824
-0.032	CLU	15825
-0.032	AC044849.1	15826
-0.032	PTPRJ	15827
-0.032	BSCL2	15828
-0.032	BIRC2	15829
-0.032	CARD17	15830
-0.032	FXYD2	15831
-0.032	PCGF5	15832
-0.032	ZNF518A	15833
-0.032	KLRC1	15834
-0.032	COQ10A	15835
-0.032	SPATA13	15836
-0.032	RNASE4	15837
-0.032	TRAV1-2	15838
-0.032	TRAV27	15839
-0.032	CBLN3	15840
-0.032	AL122035.2	15841
-0.032	FMN1	15842
-0.032	WHAMM	15843
-0.032	AC026471.2	15844
-0.032	PLLP	15845
-0.032	TUBB3	15846
-0.032	SCARF1	15847
-0.032	VAMP2	15848
-0.032	CCR10	15849
-0.032	RNFT1	15850
-0.032	NPTX1	15851
-0.032	CD226	15852
-0.032	NDRG3	15853
-0.032	TJP3	15854
-0.032	FLT3LG	15855
-0.032	MPST	15856
-0.032	C22orf46	15857
-0.032	AL022316.1	15858
-0.032	DNAJC28	15859
-0.033	THBS3	15860
-0.033	AL121658.1	15861
-0.033	HEATR5B	15862
-0.033	TTN	15863
-0.033	PPIL3	15864
-0.033	RHBDD1	15865
-0.033	BRK1	15866
-0.033	WDR48	15867
-0.033	EIF4A2	15868
-0.033	CARD6	15869
-0.033	POU5F2	15870
-0.033	APBB3	15871
-0.033	ETV7	15872
-0.033	AC006480.2	15873
-0.033	TRBV21-1	15874
-0.033	PLPP6	15875
-0.033	NMRK1	15876
-0.033	BSPRY	15877
-0.033	NTNG2	15878
-0.033	AC136475.1	15879
-0.033	LMNTD2	15880
-0.033	CRACR2B	15881
-0.033	C11orf68	15882
-0.033	ZNF33A	15883
-0.033	KLRD1	15884
-0.033	LEMD3	15885
-0.033	FRS2	15886
-0.033	MTERF2	15887
-0.033	CFAP97D2	15888
-0.033	TRAV8-3	15889
-0.033	TRAV19	15890
-0.033	FITM1	15891
-0.033	GPR65	15892
-0.033	RIN3	15893
-0.033	SCAMP2	15894
-0.033	AC005363.2	15895
-0.033	MIR762HG	15896
-0.033	KRBA2	15897
-0.033	LRRC37B	15898
-0.033	SKAP1	15899
-0.033	METTL23	15900
-0.033	KIAA1468	15901
-0.033	PMEPA1	15902
-0.033	C19orf38	15903
-0.033	TRAPPC6A	15904
-0.033	EPS8L1	15905
-0.034	RCAN3	15906
-0.034	ZNF362	15907
-0.034	EVA1B	15908
-0.034	CPT2	15909
-0.034	MIR4435-2HG	15910
-0.034	EFHD1	15911
-0.034	CDKL2	15912
-0.034	DAPP1	15913
-0.034	LINC02062	15914
-0.034	AC116366.2	15915
-0.034	PAIP2	15916
-0.034	PDGFRB	15917
-0.034	AL031963.3	15918
-0.034	ZSCAN16	15919
-0.034	PAQR8	15920
-0.034	HDAC9	15921
-0.034	TAX1BP1	15922
-0.034	AC004889.1	15923
-0.034	AC021097.1	15924
-0.034	AR	15925
-0.034	CEBPD	15926
-0.034	SDCBP	15927
-0.034	PCAT1	15928
-0.034	NDRG1	15929
-0.034	PTGDS	15930
-0.034	SMPD1	15931
-0.034	SPTY2D1	15932
-0.034	ARHGEF12	15933
-0.034	CSTF2T	15934
-0.034	PIK3AP1	15935
-0.034	ABLIM1	15936
-0.034	GLIPR1L2	15937
-0.034	FNDC3A	15938
-0.034	TRAV22	15939
-0.034	AC243965.1	15940
-0.034	KLHL28	15941
-0.034	DDHD1	15942
-0.034	CCDC78	15943
-0.034	LINC00921	15944
-0.034	INPP5K	15945
-0.034	NLGN2	15946
-0.034	SLC25A35	15947
-0.034	AC087645.2	15948
-0.034	PLEKHG2	15949
-0.034	XBP1	15950
-0.034	AP001610.1	15951
-0.035	LINC01759	15952
-0.035	SWT1	15953
-0.035	ZBTB41	15954
-0.035	GPR137B	15955
-0.035	AC103563.7	15956
-0.035	ZAP70	15957
-0.035	SLC39A10	15958
-0.035	PSMD6-AS2	15959
-0.035	YEATS2	15960
-0.035	UBE2B	15961
-0.035	HIST1H4H	15962
-0.035	NRM	15963
-0.035	PSMB8	15964
-0.035	ARMC2	15965
-0.035	AL355581.1	15966
-0.035	TRBV5-4	15967
-0.035	DNASE1L1	15968
-0.035	ZHX2	15969
-0.035	LY6E-DT	15970
-0.035	IDNK	15971
-0.035	SLC35D2	15972
-0.035	TMEM86A	15973
-0.035	ARHGAP9	15974
-0.035	LINC02361	15975
-0.035	RNASE6	15976
-0.035	TRAV9-2	15977
-0.035	KIAA0513	15978
-0.035	PLCG1	15979
-0.035	ACTN4	15980
-0.035	ZNF283	15981
-0.035	AC008687.4	15982
-0.035	SMTN	15983
-0.036	SMIM1	15984
-0.036	MIR34AHG	15985
-0.036	SLC27A3	15986
-0.036	SYT11	15987
-0.036	TRAF5	15988
-0.036	CAPN2	15989
-0.036	CHMP3	15990
-0.036	AC092835.1	15991
-0.036	SYNPO2	15992
-0.036	USP53	15993
-0.036	TLR3	15994
-0.036	CSF2	15995
-0.036	HIST1H3B	15996
-0.036	RNF5	15997
-0.036	B3GAT2	15998
-0.036	TSPYL4	15999
-0.036	TRBV10-2	16000
-0.036	TRBV12-4	16001
-0.036	TRBV30	16002
-0.036	IKBKB	16003
-0.036	CCDC183	16004
-0.036	YPEL4	16005
-0.036	FAU	16006
-0.036	PGM2L1	16007
-0.036	LRRC32	16008
-0.036	ENTPD1	16009
-0.036	CCDC186	16010
-0.036	TNFRSF1A	16011
-0.036	ABHD4	16012
-0.036	SRSF5	16013
-0.036	BAIAP3	16014
-0.036	AMDHD2	16015
-0.036	SLC43A2	16016
-0.036	CXCL16	16017
-0.036	ACBD4	16018
-0.036	ACSS1	16019
-0.036	CFD	16020
-0.036	ARRDC5	16021
-0.036	KANK3	16022
-0.036	MAST3	16023
-0.036	LSR	16024
-0.036	APOBEC3G	16025
