cor	gene
-0.013	AC125494.2
-0.013	KLRG1
-0.013	LINC00987
-0.013	CASC1
-0.013	AC024145.1
-0.013	AC024940.1
-0.013	KCNH3
-0.013	SUOX
-0.013	AC135279.3
-0.013	LINC02389
-0.013	LINC02453
-0.013	AC073575.2
-0.013	LINC00545
-0.013	AL136301.1
-0.013	AL135744.1
-0.013	CIDEB
-0.013	AC004816.1
-0.013	ZFYVE1
-0.013	AC007686.3
-0.013	AC026150.3
-0.013	AC084757.4
-0.013	SPPL2A
-0.013	AC090970.2
-0.013	AC109597.1
-0.013	NPIPA2
-0.013	AC009133.2
-0.013	NPIPB13
-0.013	MT1G
-0.013	ADGRG5
-0.013	AC027682.2
-0.013	AC027682.1
-0.013	AC126773.4
-0.013	AC092718.1
-0.013	IRF8
-0.013	AC005696.1
-0.013	SLC52A1
-0.013	AC002091.1
-0.013	KSR1
-0.013	ARL4D
-0.013	AC007993.3
-0.013	CASKIN2
-0.013	AC145207.2
-0.013	ZNF396
-0.013	AC120049.1
-0.013	AC093330.1
-0.013	AL049712.1
-0.013	AP5S1
-0.013	NCOA6
-0.013	AL136172.1
-0.013	TGM2
-0.013	TOX2
-0.013	AC016588.2
-0.013	PLPPR2
-0.013	HOMER3
-0.013	AC074138.1
-0.013	PINLYP
-0.013	CCDC61
-0.013	ZNF613
-0.013	KMT5C
-0.013	AC005261.3
-0.013	AC005261.2
-0.013	IGLV2-14
-0.013	AC253536.6
-0.013	OSBP2
-0.013	DMC1
-0.013	PMM1
-0.013	Z83851.1
-0.013	CU638689.5
-0.013	FP236383.1
-0.013	BACH1
-0.013	PDE9A
-0.013	ADARB1
-0.014	AL645608.9
-0.014	AL109917.1
-0.014	SMIM1
-0.014	KIF1B
-0.014	CTRC
-0.014	RUNX3
-0.014	AL031432.5
-0.014	CD164L2
-0.014	AC114488.3
-0.014	TMEM54
-0.014	AL139289.2
-0.014	LINC01144
-0.014	ROR1
-0.014	LINC01725
-0.014	AC099568.2
-0.014	TMED5
-0.014	AL355816.2
-0.014	CTSK
-0.014	VSIG8
-0.014	KIFAP3
-0.014	AL645568.1
-0.014	AL590723.1
-0.014	OBSCN-AS1
-0.014	AC098828.2
-0.014	AC016722.3
-0.014	KIAA1211L
-0.014	AC016745.2
-0.014	AC009303.2
-0.014	CCDC173
-0.014	AC011997.1
-0.014	PARD3B
-0.014	AC016708.1
-0.014	NHEJ1
-0.014	SNORC
-0.014	AC131097.3
-0.014	LHFPL4
-0.014	ARPC4-TTLL3
-0.014	AC011816.2
-0.014	AC104452.1
-0.014	STIMATE
-0.014	PRKCD
-0.014	IMPG2
-0.014	AC083798.2
-0.014	MYLK
-0.014	AC112484.3
-0.014	CP
-0.014	LINC02068
-0.014	SLC49A3
-0.014	AC092535.4
-0.014	AC096734.2
-0.014	HPGDS
-0.014	TET2
-0.014	AC091965.4
-0.014	BASP1
-0.014	OSMR
-0.014	FAM151B
-0.014	TH2LCRR
-0.014	AC104109.2
-0.014	AL138831.2
-0.014	SYCP2L
-0.014	TBC1D7
-0.014	HCG14
-0.014	HCG27
-0.014	LINC00951
-0.014	ELOVL5
-0.014	FKBP1C
-0.014	KLHL32
-0.014	AL355581.1
-0.014	AL078581.1
-0.014	AL596202.1
-0.014	SOD2.1
-0.014	TTYH3
-0.014	AC004906.1
-0.014	GRID2IP
-0.014	AC004948.1
-0.014	LINC01176
-0.014	DYNC1I1
-0.014	RASA4B
-0.014	PODXL
-0.014	AC093726.2
-0.014	RAI2
-0.014	MAP3K15
-0.014	AC232271.1
-0.014	AL590764.1
-0.014	VSIG1
-0.014	COL4A5
-0.014	AL078639.1
-0.014	MTM1
-0.014	PDZD4
-0.014	DNASE1L1
-0.014	AC067838.1
-0.014	PXDNL
-0.014	AC079089.1
-0.014	PI15
-0.014	ZNF704
-0.014	AC084346.2
-0.014	SAMD12-AS1
-0.014	AC016405.3
-0.014	AC084116.1
-0.014	MLLT3
-0.014	TRPM6
-0.014	AL355607.1
-0.014	AL158151.1
-0.014	LRRC26
-0.014	AC023946.1
-0.014	TCN1
-0.014	ZP1
-0.014	HNRNPUL2-BSCL2
-0.014	AP000879.1
-0.014	PRSS23
-0.014	ANKRD49
-0.014	CCDC82
-0.014	CXCR5
-0.014	AP003392.5
-0.014	CREM
-0.014	KCNMA1
-0.014	PDCD4-AS1
-0.014	AL160290.2
-0.014	PTPRO
-0.014	MGST1
-0.014	LINC02156
-0.014	DDN-AS1
-0.014	AC025259.3
-0.014	AC023509.4
-0.014	GDF11
-0.014	PMEL
-0.014	IRAK3
-0.014	IFNG-AS1
-0.014	ACSS3
-0.014	KITLG
-0.014	AC010203.2
-0.014	CUX2
-0.014	SH2B3
-0.014	LINC01058
-0.014	AL139383.1
-0.014	AL354809.1
-0.014	VWA8-AS1
-0.014	SUCLA2-AS1
-0.014	MYCBP2
-0.014	SPRY2
-0.014	TRAV41
-0.014	TRAJ6
-0.014	PSMA3-AS1
-0.014	HEATR4
-0.014	AL049780.1
-0.014	AL691403.2
-0.014	DDX24
-0.014	AC091057.3
-0.014	PAK6
-0.014	AC020661.1
-0.014	CAPN3
-0.014	TNFAIP8L3
-0.014	CA12
-0.014	STARD5
-0.014	CRTC3-AS1
-0.014	TMEM8A
-0.014	AC092117.1
-0.014	KREMEN2
-0.014	AC020765.2
-0.014	ZNF688
-0.014	KCTD19
-0.014	C16orf86
-0.014	ZFP90
-0.014	AC009137.1
-0.014	LINC01227
-0.014	AC092127.1
-0.014	SMTNL2
-0.014	C17orf107
-0.014	DLG4
-0.014	CTC1
-0.014	FLCN
-0.014	LGALS9C
-0.014	AC007952.7
-0.014	AC068418.1
-0.014	AC084809.1
-0.014	EPOP
-0.014	PLXDC1
-0.014	AC090844.2
-0.014	AC005332.8
-0.014	CD300C
-0.014	FOXJ1
-0.014	NPB
-0.014	NDUFV2-AS1
-0.014	FERMT1
-0.014	AL021396.1
-0.014	SNAP25
-0.014	LINC00237
-0.014	SNAI1
-0.014	AL035541.1
-0.014	NKILA
-0.014	AL137077.2
-0.014	AL357033.3
-0.014	PRSS57
-0.014	AMH
-0.014	AC005262.2
-0.014	AC005786.3
-0.014	TBXA2R
-0.014	ZNF823
-0.014	KCNN1
-0.014	AC005759.1
-0.014	LGI4
-0.014	AC093227.1
-0.014	AC011462.1
-0.014	ZNF575
-0.014	MEIS3
-0.014	AC010331.1
-0.014	CPT1C
-0.014	COX6B2
-0.014	AC003006.1
-0.014	GGTLC3
-0.014	TBX1
-0.014	CCDC188
-0.014	GNAZ
-0.014	C22orf15
-0.014	ELFN2
-0.014	AL022322.2
-0.014	KDELR3
-0.014	SERHL2
-0.014	FP236315.1
-0.014	FP671120.1
-0.014	LINC00649
-0.014	DSCR9
-0.014	AP001065.1
-0.014	AC007325.2
-0.015	SCNN1D
-0.015	MEGF6
-0.015	AL139423.1
-0.015	DRAXIN
-0.015	AC099791.2
-0.015	GFI1
-0.015	HIST2H4A
-0.015	AL358472.4
-0.015	SHC1
-0.015	AL590560.1
-0.015	FCGR3A
-0.015	AL358473.1
-0.015	TRIM17
-0.015	AC114810.1
-0.015	YPEL5
-0.015	INO80B
-0.015	SEMA4F
-0.015	AC011893.1
-0.015	AC009495.3
-0.015	SESTD1
-0.015	MFSD6
-0.015	DIRC3
-0.015	VIPR1
-0.015	ZBTB47
-0.015	AC006254.1
-0.015	LNP1
-0.015	CEP97
-0.015	CD200
-0.015	PXYLP1
-0.015	PHC3
-0.015	EIF4A2
-0.015	AC006160.1
-0.015	LINC02265
-0.015	LRRC66
-0.015	SGCB
-0.015	LINC02273
-0.015	OTULIN
-0.015	AC025171.3
-0.015	LINC01336
-0.015	CXXC5
-0.015	HK3
-0.015	LINC01011
-0.015	AL662890.1
-0.015	HLA-DOA
-0.015	BTBD9
-0.015	OGFRL1
-0.015	SMPD2
-0.015	L3MBTL3
-0.015	AC006042.4
-0.015	PHKG1
-0.015	C7orf61
-0.015	CPED1
-0.015	TRBV5-3
-0.015	TRBJ1-6
-0.015	AC004889.1
-0.015	IL3RA
-0.015	FAM9B
-0.015	AC234772.2
-0.015	FAAH2
-0.015	MTMR8
-0.015	LINC00891
-0.015	F8A2
-0.015	AC107959.1
-0.015	SDCBP
-0.015	LRRCC1
-0.015	CA2
-0.015	CPQ
-0.015	ZHX1-C8orf76
-0.015	PSIP1
-0.015	AL359922.2
-0.015	FSD1L
-0.015	CCDC183-AS1
-0.015	TSPAN4
-0.015	MOB2
-0.015	MICAL2
-0.015	ROM1
-0.015	PRDM10
-0.015	AL137186.2
-0.015	AL117339.4
-0.015	AC068896.1
-0.015	CACNA1C-AS1
-0.015	STYK1
-0.015	SMCO2
-0.015	BLOC1S1
-0.015	ELK3
-0.015	AC069503.2
-0.015	LINC00944
-0.015	MMP17
-0.015	AL355922.2
-0.015	TRAV12-3
-0.015	TRAV24
-0.015	STON2
-0.015	PPP4R3A
-0.015	NIPA1
-0.015	MKRN3
-0.015	CYP19A1
-0.015	PIF1
-0.015	BBS4
-0.015	BAIAP3
-0.015	ITPRIPL2
-0.015	ZNF747
-0.015	AC007728.2
-0.015	AC018553.1
-0.015	HSF4
-0.015	AC009163.7
-0.015	AC092145.1
-0.015	AC010531.6
-0.015	GLTPD2
-0.015	SCRN2
-0.015	SCPEP1
-0.015	AC015802.4
-0.015	AC111170.1
-0.015	AC087645.2
-0.015	BAIAP2-DT
-0.015	AC027601.1
-0.015	AC093462.1
-0.015	AL136531.2
-0.015	TPX2
-0.015	STAP2
-0.015	CAPS
-0.015	ZNF799
-0.015	AC008764.6
-0.015	LRFN1
-0.015	AC021092.1
-0.015	C5AR2
-0.015	MAMSTR
-0.015	HSD17B14
-0.015	AC063977.3
-0.015	LENG9
-0.015	C22orf46
-0.015	WBP2NL
-0.015	BACE2
-0.016	TNFRSF18
-0.016	PADI6
-0.016	CDA
-0.016	SLC2A1-AS1
-0.016	STIL
-0.016	BCL2L15
-0.016	MINDY1
-0.016	ELF3
-0.016	PM20D1
-0.016	FLVCR1-DT
-0.016	VASH2
-0.016	COQ8A
-0.016	ZNF672
-0.016	AC231981.1
-0.016	LINC00487
-0.016	ACOXL
-0.016	ACVR1
-0.016	NPPC
-0.016	OXNAD1
-0.016	TMEM110-MUSTN1
-0.016	CD86
-0.016	ATP8A1
-0.016	AC095055.1
-0.016	TMEM154
-0.016	SNHG18
-0.016	PURPL
-0.016	DOCK2
-0.016	PHYKPL
-0.016	RIPK1
-0.016	U91328.1
-0.016	AL662844.4
-0.016	AL021368.2
-0.016	COL19A1
-0.016	POPDC3
-0.016	STXBP5
-0.016	AL358852.1
-0.016	AC093627.5
-0.016	TRGV4
-0.016	ABCA13
-0.016	TRIM74
-0.016	SSC4D
-0.016	AC003991.2
-0.016	NAPEPLD
-0.016	TRBV6-4
-0.016	TRBV12-2
-0.016	CTAGE6
-0.016	EZH2
-0.016	AC234772.3
-0.016	XIST
-0.016	KCNE5
-0.016	ZNF449
-0.016	AC087623.3
-0.016	AC009630.3
-0.016	AC100812.1
-0.016	AL354733.3
-0.016	PHYHD1
-0.016	OLFM1
-0.016	ZNF143
-0.016	AP000640.1
-0.016	AP001462.1
-0.016	CATSPER1
-0.016	RIN1
-0.016	CTSF
-0.016	TESMIN
-0.016	USP35
-0.016	DLG2
-0.016	ATM
-0.016	CLMP
-0.016	IGSF9B
-0.016	AL121748.1
-0.016	CALY
-0.016	CLEC12A
-0.016	RASSF8-AS1
-0.016	ARNTL2-AS1
-0.016	MAP3K12
-0.016	AC122685.1
-0.016	KCNMB4
-0.016	AC073911.1
-0.016	LINC02341
-0.016	TRAV4
-0.016	GMPR2
-0.016	OTUD7A
-0.016	AC010809.3
-0.016	AC022929.2
-0.016	SPTBN5
-0.016	SLC27A2
-0.016	LMF1
-0.016	BICDL2
-0.016	AC138904.1
-0.016	FAM57B
-0.016	AC135050.3
-0.016	PLLP
-0.016	AC009107.2
-0.016	ZNF469
-0.016	RNASEK-C17orf49
-0.016	RASD1
-0.016	TMEM98
-0.016	CCL2
-0.016	AC243829.4
-0.016	AC087491.1
-0.016	PLEKHH3
-0.016	ATXN7L3
-0.016	COL1A1
-0.016	LPO
-0.016	RNFT1
-0.016	KCTD2
-0.016	DLGAP1-AS1
-0.016	AC015819.2
-0.016	AL110115.2
-0.016	SNTA1
-0.016	C20orf144
-0.016	NORAD
-0.016	SYS1
-0.016	PLTP
-0.016	C19orf38
-0.016	CCDC151
-0.016	AC022144.1
-0.016	LIM2
-0.016	AC008440.2
-0.016	KIR2DL4
-0.016	NCR1
-0.016	FO393418.1
-0.016	AL021707.1
-0.016	SHISA8
-0.016	LINC01644
-0.016	AP001610.1
-0.016	ERVH48-1
-0.017	FAM131C
-0.017	FNBP1L
-0.017	REG4
-0.017	AL592494.1
-0.017	AC239868.2
-0.017	SFT2D2
-0.017	DNAJC27
-0.017	EMILIN1
-0.017	LINC01888
-0.017	ATG9A
-0.017	BHLHE40-AS1
-0.017	HRH1
-0.017	PHLDB2
-0.017	FAM131A
-0.017	UBXN7-AS1
-0.017	BDH2
-0.017	CENPE
-0.017	IL2
-0.017	LRP2BP
-0.017	AC091965.1
-0.017	SLC1A3
-0.017	SHLD3
-0.017	ECSCR
-0.017	CDHR2
-0.017	AC136604.2
-0.017	AL441883.1
-0.017	DDAH2
-0.017	PPIL6
-0.017	ENPP3
-0.017	NACAD
-0.017	FGL2
-0.017	GNAI1
-0.017	STEAP1
-0.017	TRBV7-2
-0.017	TRBV16
-0.017	TRBJ1-4
-0.017	TRBJ2-4
-0.017	AMER1
-0.017	ATP7A
-0.017	NUGGC
-0.017	FBXO43
-0.017	OPLAH
-0.017	TLN1
-0.017	SLC35D2
-0.017	DNAJC25-GNG10
-0.017	MAMDC4
-0.017	ENTPD2
-0.017	NLRP6
-0.017	MIR210HG
-0.017	AC132192.2
-0.017	PLEKHA7
-0.017	ABTB2
-0.017	RBM14-RBM4
-0.017	WNT11
-0.017	SMCO4
-0.017	TIRAP
-0.017	CCDC3
-0.017	AL606469.1
-0.017	KIF5B
-0.017	ANXA8L1
-0.017	MMRN2
-0.017	EXOC6
-0.017	PIK3AP1
-0.017	AL391684.1
-0.017	PDZD7
-0.017	AL139339.1
-0.017	C10orf91
-0.017	KNDC1
-0.017	UTF1
-0.017	AC006207.1
-0.017	AC091814.1
-0.017	TBK1
-0.017	TEX29
-0.017	SALL2
-0.017	TRDV3
-0.017	SLC7A8
-0.017	FITM1
-0.017	AL163973.2
-0.017	AL132639.2
-0.017	NID2
-0.017	CCDC198
-0.017	PNMA1
-0.017	AL512791.2
-0.017	AMN
-0.017	BUB1B
-0.017	CERNA1
-0.017	ANXA2
-0.017	AC120498.9
-0.017	AC087190.1
-0.017	AC109449.1
-0.017	AC116348.2
-0.017	MIR762HG
-0.017	DPEP3
-0.017	PIPOX
-0.017	PRR29-AS1
-0.017	AC145343.1
-0.017	CHMP6
-0.017	ZNF337-AS1
-0.017	AC119396.2
-0.017	ARRDC2
-0.017	ISYNA1
-0.017	RHPN2
-0.017	ZNF529-AS1
-0.017	SIRT2
-0.017	AC010247.2
-0.017	ETHE1
-0.017	LMTK3
-0.017	TTYH1
-0.017	LAIR2
-0.017	TMEM238
-0.017	ZNF582
-0.017	MYO18B
-0.017	AL021707.7
-0.017	AL035681.1
-0.017	A4GALT
-0.017	AL022328.1
-0.017	CHODL
-0.017	JAM2
-0.018	TMEM50A
-0.018	SFN
-0.018	AL354919.1
-0.018	AZIN2
-0.018	AL356488.2
-0.018	AL355488.1
-0.018	SHISA4
-0.018	ABHD1
-0.018	C2orf92
-0.018	AC008063.1
-0.018	ANKAR
-0.018	ACKR3
-0.018	NICN1
-0.018	ZNF80
-0.018	MSL2
-0.018	PAK2
-0.018	AC096586.1
-0.018	CYP2U1
-0.018	AC123595.2
-0.018	LINC02062
-0.018	IGIP
-0.018	ADRB2
-0.018	RAB24
-0.018	LINC00847
-0.018	AL031963.3
-0.018	ZBTB22
-0.018	BVES
-0.018	TMEM244
-0.018	RAPGEF5
-0.018	TRGC1
-0.018	AUTS2
-0.018	CLIP2
-0.018	TRBJ1-1
-0.018	TMEM139
-0.018	ZNF674
-0.018	TMSB15B
-0.018	TENM1
-0.018	SLC10A3
-0.018	NUDT18
-0.018	DUSP4
-0.018	POLB
-0.018	AC100821.2
-0.018	BHLHE22
-0.018	SNX16
-0.018	AL136980.1
-0.018	GALT
-0.018	NOXA1
-0.018	RASSF7
-0.018	SLC25A45
-0.018	EFEMP2
-0.018	PACS1
-0.018	CD248
-0.018	EXPH5
-0.018	BUD13
-0.018	APOA1
-0.018	CCDC15
-0.018	MPP7
-0.018	NUTM2E
-0.018	CC2D2B
-0.018	FRAT1
-0.018	GOLGA7B
-0.018	SCART1
-0.018	KLRC2
-0.018	GPRC5D-AS1
-0.018	ADCY6
-0.018	DTX3
-0.018	FLT1
-0.018	TRAV38-1
-0.018	ENTPD5
-0.018	LINC01146
-0.018	LINC02321
-0.018	IGHV1-3
-0.018	GOLGA8R
-0.018	THBS1
-0.018	AC068722.2
-0.018	TNFRSF12A
-0.018	ROGDI
-0.018	ACSM3
-0.018	LINC02175
-0.018	CMTM1
-0.018	NRN1L
-0.018	SLC47A1
-0.018	AC006449.6
-0.018	LINC02073
-0.018	RNF43
-0.018	HSF5
-0.018	AC005332.3
-0.018	AC087289.5
-0.018	AC111182.1
-0.018	PRELID3A
-0.018	DSG3
-0.018	TCF4
-0.018	MAVS
-0.018	ZNF341
-0.018	RIPOR3
-0.018	ATP9A
-0.018	FAM217B
-0.018	AL118506.1
-0.018	HCN2
-0.018	AC010336.1
-0.018	DHPS
-0.018	AC011446.2
-0.018	USF2
-0.018	GEMIN7-AS1
-0.018	SLC6A16
-0.018	NLRP2
-0.018	TANGO2
-0.018	APOL2
-0.018	MGAT3
-0.018	CHADL
-0.018	CHKB
-0.018	AP001412.1
-0.019	NIPAL3
-0.019	FOXO6
-0.019	HYI
-0.019	HIPK1-AS1
-0.019	AL512306.2
-0.019	LGALS8-AS1
-0.019	FAM110C
-0.019	REL
-0.019	AC012368.1
-0.019	AC062029.1
-0.019	DUSP2
-0.019	ITPRIPL1
-0.019	ACTR1B
-0.019	CREG2
-0.019	AC079922.2
-0.019	CKAP2L
-0.019	SLC11A1
-0.019	RETREG2
-0.019	UBE2F
-0.019	RTP5
-0.019	AC093495.1
-0.019	LINC01980
-0.019	GPD1L
-0.019	TIGIT
-0.019	AC069431.1
-0.019	KLHL24
-0.019	TM4SF19-AS1
-0.019	LINC02012
-0.019	IGFBP7
-0.019	SLC4A4
-0.019	ARHGAP26
-0.019	AC106801.1
-0.019	CAGE1
-0.019	HECA
-0.019	AL031056.1
-0.019	ADCY1
-0.019	AC073111.5
-0.019	TRAPPC2
-0.019	GPR34
-0.019	EDA2R
-0.019	NAP1L2
-0.019	HDX
-0.019	RBM41
-0.019	PLS3
-0.019	CSAG3
-0.019	CHRNA6
-0.019	AC055822.1
-0.019	TOLLIP-AS1
-0.019	KCTD21-AS1
-0.019	SMIM35
-0.019	OTUD1
-0.019	SGMS1
-0.019	FUT11
-0.019	NUTM2A
-0.019	PCGF5
-0.019	MTERF2
-0.019	LINC01089
-0.019	TRAV22
-0.019	TRAV25
-0.019	AL627171.1
-0.019	ELMSAN1
-0.019	ITPK1-AS1
-0.019	GOLGA8Q
-0.019	CCDC9B
-0.019	JMJD7-PLA2G4B
-0.019	TGM5
-0.019	AC100830.2
-0.019	HYKK
-0.019	AL022341.1
-0.019	CDIP1
-0.019	AC106739.2
-0.019	CLN3
-0.019	AC009086.2
-0.019	STX1B
-0.019	AC106779.1
-0.019	CMTM2
-0.019	AC005224.4
-0.019	AP2B1
-0.019	MXRA7
-0.019	DLGAP1
-0.019	EPB41L3
-0.019	CPXM1
-0.019	PANK2
-0.019	AL117332.1
-0.019	NAPB
-0.019	TLDC2
-0.019	FAM209B
-0.019	COL9A3
-0.019	UCKL1-AS1
-0.019	AC008763.1
-0.019	ZNF699
-0.019	ICAM3
-0.019	ZNF625
-0.019	IQCN
-0.019	AC002306.1
-0.019	TYROBP
-0.019	AC004264.1
-0.019	APOBEC3H
-0.019	TEF
-0.019	CCDC134
-0.019	BACH1-IT2
-0.02	GPR153
-0.02	AL031848.2
-0.02	AHDC1
-0.02	SSBP3-AS1
-0.02	AL360270.1
-0.02	AL157402.2
-0.02	DUSP10
-0.02	PLEKHH2
-0.02	AC021188.1
-0.02	HMCES
-0.02	CRYGS
-0.02	AC069213.1
-0.02	CD38
-0.02	PDGFRA
-0.02	AC068620.1
-0.02	HSD17B11
-0.02	AC109347.1
-0.02	ZNF827
-0.02	CEP44
-0.02	PRRT1
-0.02	PPT2-EGFL8
-0.02	BAK1
-0.02	LMBRD1
-0.02	ZNRF2
-0.02	HERPUD2
-0.02	TRGV5P
-0.02	TRBV25-1
-0.02	KRBOX4
-0.02	SH3BGRL
-0.02	AC244197.3
-0.02	ROR2
-0.02	RAPGEF1
-0.02	ABO
-0.02	AP001160.1
-0.02	NAALADL1
-0.02	SPAG6
-0.02	PARD3
-0.02	SLC2A14
-0.02	HIST4H4
-0.02	RASSF8
-0.02	ITPR2
-0.02	AC034102.3
-0.02	PITPNM2
-0.02	TSC22D1-AS1
-0.02	TRAV21
-0.02	TRAV40
-0.02	PCK2
-0.02	LTB4R2
-0.02	AL133453.1
-0.02	VASH1
-0.02	STARD9
-0.02	AC021739.4
-0.02	MEF2A
-0.02	CCNF
-0.02	AC108134.3
-0.02	NPIPB4
-0.02	ZNF843
-0.02	AC007608.3
-0.02	TEPP
-0.02	CTRL
-0.02	MTSS1L
-0.02	HS3ST3B1
-0.02	NAGS
-0.02	DNAI2
-0.02	RAB37
-0.02	MYO15B
-0.02	RHBDF2
-0.02	SECTM1
-0.02	ANKRD29
-0.02	AL031665.2
-0.02	AL139352.1
-0.02	SULF2
-0.02	KCNB1
-0.02	SLC17A9
-0.02	FNDC11
-0.02	ZBTB46
-0.02	CFD
-0.02	PEAK3
-0.02	KANK3
-0.02	AC008555.1
-0.02	SPRED3
-0.02	ZNF235
-0.02	BBC3
-0.02	ZNF350
-0.02	KIR3DL2
-0.02	TMEM150B
-0.02	ZNF552
-0.02	LINC00896
-0.02	PKNOX1
-0.021	CDC42
-0.021	HNRNPR
-0.021	ZNF436-AS1
-0.021	KCNA2
-0.021	KIF14
-0.021	WNT9A
-0.021	NID1
-0.021	LBX2-AS1
-0.021	GLI2
-0.021	MYO3B
-0.021	AC010680.3
-0.021	SSFA2
-0.021	CXCR1
-0.021	AC021016.3
-0.021	AC090948.3
-0.021	RASSF1-AS1
-0.021	PLCXD2
-0.021	IFT122
-0.021	RAP2B
-0.021	APBB2
-0.021	CXCL10
-0.021	DDIT4L
-0.021	CFI
-0.021	FBXO8
-0.021	C4orf47
-0.021	UBE2QL1
-0.021	PRPF4B
-0.021	DLK2
-0.021	TINAG
-0.021	TRGV10
-0.021	TRGV2
-0.021	ING3
-0.021	KIAA1147
-0.021	TRBV23-1
-0.021	KMT2C
-0.021	ZRSR2
-0.021	PTCHD1
-0.021	PCSK1N
-0.021	SPIN4
-0.021	CXorf65
-0.021	MBNL3
-0.021	FAM122B
-0.021	SMIM10L2A
-0.021	PNMA3
-0.021	FAM92A
-0.021	CCNE2
-0.021	APBA1
-0.021	RGS3
-0.021	IFITM10
-0.021	YPEL4
-0.021	FRMD8
-0.021	CLCF1
-0.021	NUTM2D
-0.021	CACNA1C-AS2
-0.021	AKAP3
-0.021	SLC4A8
-0.021	AC025423.1
-0.021	AC020656.2
-0.021	DNAH10OS
-0.021	CHFR
-0.021	AL132780.1
-0.021	DHRS1
-0.021	SDR39U1
-0.021	AC123768.3
-0.021	CCDC32
-0.021	PLA2G4E-AS1
-0.021	PAQR4
-0.021	MARF1
-0.021	TGFB1I1
-0.021	TMEM102
-0.021	JUP
-0.021	AC005670.2
-0.021	ITGB3
-0.021	AXIN2
-0.021	EXOC7
-0.021	AC015819.1
-0.021	SNPH
-0.021	ARRDC5
-0.021	VAV1
-0.021	EPOR
-0.021	ADGRE2
-0.021	SIGLEC12
-0.021	MPST
-0.021	AL022328.2
-0.022	C1QTNF12
-0.022	MMEL1
-0.022	PHACTR4
-0.022	PYGO2
-0.022	FCRL3
-0.022	SLAMF7
-0.022	TBX19
-0.022	AL353708.1
-0.022	AC005041.3
-0.022	TLX2
-0.022	FHL2
-0.022	CMTM7
-0.022	ZNF620
-0.022	HCLS1
-0.022	IL1RAP
-0.022	PDE6B
-0.022	AC107464.3
-0.022	MAP3K1
-0.022	SGTB
-0.022	GCNT4
-0.022	LTC4S
-0.022	HIST1H4K
-0.022	GPANK1
-0.022	VWA7
-0.022	RGL2
-0.022	KCTD20
-0.022	SNX14
-0.022	SMPDL3A
-0.022	SEPT7
-0.022	TSPAN33
-0.022	RAB19
-0.022	MKRN1
-0.022	PAXIP1-AS2
-0.022	SYP
-0.022	BEX4
-0.022	CLU
-0.022	IL7
-0.022	GLDC
-0.022	AL590705.1
-0.022	SH3GLB2
-0.022	GBGT1
-0.022	AL138781.1
-0.022	ABCA2
-0.022	AP003716.1
-0.022	CBL
-0.022	ALOX5
-0.022	EIF4EBP2
-0.022	SP1
-0.022	AC023509.3
-0.022	CSRP2
-0.022	AC024909.2
-0.022	AC091057.4
-0.022	AC020659.1
-0.022	PATL2
-0.022	CSK
-0.022	NOL3
-0.022	FHOD1
-0.022	AC040162.1
-0.022	HAP1
-0.022	TEX14
-0.022	PRKCA
-0.022	SLC16A5
-0.022	AC087741.1
-0.022	PSTPIP2
-0.022	ELMO2
-0.022	LINC01775
-0.022	ATP1A3
-0.022	CARD8
-0.022	ZSCAN22
-0.022	AL109761.1
-0.022	RIPPLY3
-0.023	LINC00337
-0.023	TMEM234
-0.023	SLC44A3
-0.023	MFSD14A
-0.023	SORT1
-0.023	NBPF19
-0.023	SOX13
-0.023	AC104695.3
-0.023	CCNT2-AS1
-0.023	AC009948.3
-0.023	AC097468.3
-0.023	XIRP1
-0.023	SEC22C
-0.023	AC137630.3
-0.023	CEP70
-0.023	ERICH6
-0.023	ANTXR2
-0.023	AF213884.3
-0.023	SMAD1
-0.023	NEIL3
-0.023	ANKH
-0.023	C5orf22
-0.023	SMAD5-AS1
-0.023	BTN2A2
-0.023	SYNGAP1
-0.023	CMTR1
-0.023	SMAP1
-0.023	NCOA7
-0.023	SASH1
-0.023	H2AFV
-0.023	CCDC146
-0.023	TRBV14
-0.023	ZNF81
-0.023	KIF4A
-0.023	CXorf57
-0.023	SASH3
-0.023	ZNF395
-0.023	NSD3
-0.023	NDRG1
-0.023	AL161725.1
-0.023	NR4A3
-0.023	CDK5RAP2
-0.023	BSCL2
-0.023	ZNF487
-0.023	ANXA8
-0.023	KLRC3
-0.023	APOLD1
-0.023	IL22
-0.023	CEP83-DT
-0.023	PMCH
-0.023	AC084018.2
-0.023	TRDV2
-0.023	NPC2
-0.023	LRRC57
-0.023	WFDC1
-0.023	RETREG3
-0.023	LINC00910
-0.023	SEPT4
-0.023	PLCG1
-0.023	PCIF1
-0.023	AC005944.1
-0.023	MATK
-0.023	CCDC194
-0.023	LIN37
-0.023	C19orf33
-0.023	PLAUR
-0.023	TOM1
-0.023	IL2RB
-0.023	SSTR3
-0.023	SMIM11A
-0.024	AL445686.2
-0.024	ARHGEF11
-0.024	SMYD2
-0.024	ADGRF3
-0.024	VAMP5
-0.024	KANSL3
-0.024	AC017002.1
-0.024	INSIG2
-0.024	RALB
-0.024	GTDC1
-0.024	CERS6
-0.024	FN1
-0.024	SLC4A7
-0.024	DHFR2
-0.024	ABTB1
-0.024	CXCL8
-0.024	RASGEF1B
-0.024	IL21
-0.024	HIGD2A
-0.024	SYNGAP1-AS1
-0.024	HDAC9
-0.024	TRBV4-1
-0.024	TRBV12-5
